row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred,cluster
277,0.378234948845507,0.0707151916967763,kz,long,positive,long,long,positive,positive,kz,kz,0
278,0.3773776789497834,0.0012204794006528,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
279,-0.1661171905617373,-0.0952568655552257,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
280,-0.1397998986215375,0.2405397084124866,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
281,-0.2170578928629684,0.4258373891795052,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
282,-0.1959658182166729,-0.3335568477693872,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
283,-0.1146550530067654,-0.1606080781683763,ru,long,negative,long,long,negative,negative,ru,ru,3
284,0.0938335285744382,-0.0522395292732714,mixed,medium,negative,medium,short,negative,negative,mixed,mixed,1
285,0.0668638126990009,-0.0160813584410502,mixed,medium,negative,medium,short,negative,negative,mixed,mixed,1
286,0.117320617675167,0.0327894415354204,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
287,0.3860312579457366,0.0634554470464305,kz,long,positive,long,long,positive,positive,kz,kz,0
288,-0.1299758009550422,-0.1161844952963958,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
289,-0.2098819415468343,-0.2750039103264535,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
290,-0.1076500434975174,-0.0451558023645388,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
291,0.1221679315885908,0.0283161196692597,mixed,medium,positive,long,short,positive,positive,mixed,mixed,1
292,-0.0779677857453278,-0.1490440331950773,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
293,-0.2070366043992427,-0.2399807395431732,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
294,-0.1647204807310056,-0.2762914157050605,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
295,0.1714850452575426,0.005319839753733,kz,short,positive,short,short,positive,positive,kz,kz,1
296,0.1242329530418529,0.0721865219919535,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
297,-0.0708449544560484,-0.0455933159349742,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
298,-0.0101165500347467,0.1484010937566088,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed,1
299,-0.0545367450673986,-0.0461488497574311,ru,short,positive,short,short,positive,positive,ru,ru,1
300,0.1244919046910012,-0.0122507553020685,mixed,short,negative,short,medium,negative,negative,mixed,mixed,1
301,-0.1183222959403117,-0.1002144747242779,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
302,-0.2148484755255756,-0.227900891696932,ru,long,positive,long,long,positive,positive,ru,ru,3
303,0.1447245725056215,-0.0058646333425924,kz,short,negative,short,short,negative,negative,kz,kz,1
304,-0.0813988281432091,-0.0707474250985866,ru,long,positive,long,medium,positive,positive,ru,ru,3
305,-0.2009565659890742,-0.2686967510881115,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
306,0.2806052852437504,0.020274079570755,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
307,-0.2121454371565914,0.3017075503137708,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
308,-0.0183274851374436,-0.0247121352582536,ru,medium,negative,short,short,negative,negative,ru,ru,1
309,0.3053819833186088,0.0196334737881322,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
310,0.0200099496524465,-0.0057218886118969,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
311,-0.2367582145555866,-0.2349308031042252,ru,long,positive,long,long,positive,positive,ru,ru,3
312,-0.2155823487790809,-0.0690383155482211,ru,long,positive,long,long,positive,positive,ru,ru,3
313,-0.0120964469523244,-0.0355875654414561,ru,short,positive,short,short,positive,positive,ru,ru,1
314,-0.0519651451608074,-0.0396838445886134,mixed,short,positive,short,short,positive,positive,ru,ru,1
315,0.285055572935363,0.0124079593587318,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
316,0.2776232521189543,0.1042005183771011,kz,short,positive,short,medium,positive,positive,kz,kz,0
317,0.3580277720427564,0.0208508182110116,kz,long,positive,long,long,positive,positive,kz,kz,0
318,0.3787177253339847,0.0321911188223497,kz,long,positive,long,long,positive,positive,kz,kz,0
319,-0.1605664591991437,0.336512235390914,ru,medium,negative,medium,medium,negative,negative,ru,ru,2
320,-0.1598626514348094,-0.2022002448406571,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
321,0.3085587564570808,0.0133763324689845,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
322,-0.1722996594650017,-0.1914550449795961,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
323,-0.1704138200719128,-0.2278064231863598,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
324,0.4083718141694653,0.033689220294558,kz,medium,neutral,medium,long,neutral,neutral,kz,kz,0
325,0.16243823463459,-0.0256114770678747,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
326,0.3117651189461053,0.0289464281790808,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
327,0.2439094849056447,0.0079160421098684,kz,long,positive,long,long,positive,positive,kz,kz,0
328,-0.2013614459282477,-0.0636275249472033,ru,long,positive,long,long,positive,positive,ru,ru,3
329,-0.1719541094800209,-0.1609167298566044,ru,long,positive,long,long,positive,positive,ru,ru,3
330,-0.2511114093201432,0.4446641141685384,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
331,-0.066596657877088,-0.0884194281054426,ru,short,positive,short,short,positive,positive,ru,ru,3
332,0.1468821807733307,-0.0110855811999857,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
333,0.0576625195680374,-0.0154267748311242,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
334,-0.1774191914754097,0.2304375945635728,ru,long,positive,long,long,positive,positive,ru,ru,2
335,-0.1198969809310558,-0.200787661287338,ru,long,negative,long,long,negative,negative,ru,ru,3
336,-0.1155905845049453,0.0508365251950151,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
337,-0.0544794228563863,-0.0129677766677511,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
338,0.3205265970780573,-0.0007746604688667,kz,long,positive,long,long,positive,positive,kz,kz,0
339,0.1964614243300646,-0.0246197499269591,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,0
340,-0.1138349231245765,-0.0886108444469253,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
341,-0.0970982950701834,-0.1088240269727564,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
342,0.0800565090975829,-0.0054950553021556,kz,short,negative,short,short,negative,negative,kz,kz,1
343,0.2699132203368534,-0.0022715079178945,kz,long,negative,long,long,negative,negative,kz,kz,0
344,-0.1232613875394041,-0.1208870590826794,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
345,0.2984317518140912,-0.0001612955844839,kz,long,negative,long,long,negative,negative,kz,kz,0
346,-0.2676753134227311,-0.2828992252238764,ru,long,positive,long,long,positive,positive,ru,ru,3
347,0.2753957497419257,-0.0503092578402646,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,0
348,-0.0723903092861007,-0.0734031723964873,ru,short,positive,short,short,positive,positive,ru,ru,3
349,0.0471010071043081,-0.0129144507625159,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
350,-0.236215018952572,-0.0391653613000642,ru,long,positive,long,long,positive,positive,ru,ru,3
351,-0.1537564606515185,-0.2364977680516096,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
352,-0.2026199133124049,-0.0357615684180124,ru,long,positive,long,long,positive,positive,ru,ru,3
353,-0.2366777876106535,0.4713054457060714,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
354,-0.2015399467784252,-0.044466302325088,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
355,0.1966728291071479,-0.0017660514402856,kz,medium,positive,short,short,positive,positive,kz,kz,0
356,0.2221802082078373,0.0285976831976803,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
357,0.150424959783891,0.0168206988233017,mixed,medium,positive,medium,long,positive,positive,mixed,mixed,1
358,-0.1036985799728168,0.1613132963132775,ru,short,positive,short,short,positive,positive,ru,ru,2
359,0.3043420704583566,0.0137920625233409,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
360,-0.1570216933429472,-0.1971090449301081,ru,long,positive,long,long,positive,positive,ru,ru,3
361,0.3098861061818522,0.0067951242813386,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
362,0.1417162616345548,-0.0638495252262135,mixed,medium,positive,long,short,positive,positive,mixed,mixed,1
363,-0.1701950721964324,-0.0661154252017233,ru,long,positive,long,long,positive,positive,ru,ru,3
364,-0.0308715891843854,0.0075482513607379,ru,short,positive,short,short,positive,positive,ru,ru,1
365,-0.1705527337790225,-0.3270766464634929,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
366,-0.1423290934295617,-0.0434073692181563,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
367,-0.1332548794326545,-0.1066305110362649,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
368,-0.1091012721119874,-0.1303216364646922,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
369,0.0302323459494375,0.137772751759443,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
370,0.066273802878571,0.0083226954265504,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
371,-0.2160570827964127,0.3434161218481686,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
372,-0.0957791944871173,-0.077029099661904,ru,long,positive,long,long,positive,positive,ru,ru,3
373,-0.1833097498390024,-0.1763430007649057,ru,long,positive,long,long,positive,positive,ru,ru,3
374,-0.0991938274441051,-0.0578334022857305,ru,long,positive,long,long,positive,positive,ru,ru,3
375,-0.3129781994734415,0.0056567529900799,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
376,0.109555368895245,0.0087771919457174,mixed,short,negative,short,short,negative,negative,mixed,mixed,1
377,-0.1259826643584201,-0.1038969810545451,ru,long,positive,long,long,positive,positive,ru,ru,3
378,-0.0582974722050973,-0.0470591681428592,ru,short,positive,short,short,positive,positive,ru,ru,3
379,-0.1314728653321069,-0.0737344223684228,ru,long,positive,long,long,positive,positive,ru,ru,3
380,0.3804400615762359,0.1183978839977109,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
381,-0.0035170662133219,0.1129458973448608,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
382,0.1304018927603809,-0.0148611320814936,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
383,0.0424892249801446,0.0073801589160679,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
384,-0.1313170860864744,-0.1660915516554691,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
385,0.3176471325551177,-0.026050404212629,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
386,0.0875215817096498,-0.077643202265002,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
387,-0.1690454015543186,0.1063955432852874,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
388,0.0978494826117883,0.0142756188486947,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
389,-0.1692545060430481,0.1828607641138892,ru,long,positive,long,long,positive,positive,ru,ru,2
390,-0.0575844456036208,-0.0454858337707654,ru,short,positive,short,short,positive,positive,ru,ru,3
391,-0.1367791951381944,-0.14811999297322,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
392,-0.08262955432837,-0.0560299471742262,ru,medium,positive,medium,long,positive,positive,ru,ru,3
393,0.4193452545418823,0.0519049535128758,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
394,0.0899412091088583,0.0317799819823631,kz,short,neutral,short,short,positive,neutral,mixed,kz,1
395,-0.1644895569208657,0.2122223654906371,ru,long,positive,long,long,positive,positive,ru,ru,2
396,-0.1229947251946687,-0.0419996955757927,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
397,0.1340831509341497,0.0085447240152918,kz,short,negative,short,short,negative,negative,kz,kz,1
398,0.1719741328682307,0.0087868556273251,kz,short,positive,short,short,positive,positive,kz,kz,1
399,0.1188870938231557,0.008027573134933,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
400,-0.1775741023935846,0.2936881148492241,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
401,0.3292498516390406,0.0332119597011607,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
402,0.2906883894309451,-0.0109621884489778,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
403,-0.2276838795016167,0.100977231138865,ru,long,positive,long,long,positive,positive,ru,ru,2
404,-0.2084894279924882,0.4433181917966649,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
405,-0.0739443487179207,-0.0220168505671864,ru,long,neutral,medium,medium,neutral,neutral,ru,ru,3
406,0.2588223210284704,0.0062385339592432,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
407,-0.1068071916820767,-0.0321978200998083,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
408,-0.2541804539467979,0.2321048776244994,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
409,0.1179506919885211,0.0006537050820152,kz,short,neutral,short,short,neutral,neutral,kz,mixed,1
410,-0.0674226562759634,-0.0508619396255599,ru,short,positive,short,short,positive,positive,ru,ru,3
411,0.3466646195182508,0.0185592071315486,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
412,-0.1102204801634799,-0.0868671636329575,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
413,0.2989520595161414,0.0570783744310395,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
414,-0.0543028703990477,-0.118132342405889,ru,long,negative,medium,medium,negative,negative,ru,ru,3
415,-0.1251069787788405,0.0856914856497142,ru,short,positive,short,short,positive,positive,ru,ru,2
416,-0.1408366212102814,-0.2003146474925518,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
417,-0.1892289436282875,-0.2588129413739324,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
418,0.2747521053169542,0.0074075788197424,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
419,-0.0978542808835544,-0.1763400367293592,ru,long,positive,long,medium,positive,positive,ru,ru,3
420,0.1060328793274683,0.0088247647972897,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
421,-0.2049428679702555,0.3340233568485928,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
422,-0.1579715473306434,-0.1118171443941353,ru,long,positive,long,long,positive,positive,ru,ru,3
423,-0.1660629126228464,-0.1840622359427894,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
424,-0.1619489355894044,0.3441041564474663,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
425,-0.0735945555067186,-0.0853934476402055,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
426,0.3206878984015338,0.0488833813318665,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
427,0.1368223246843328,0.004684024439096,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
428,-0.120439230688765,-0.0644192537805249,ru,long,positive,long,long,positive,positive,ru,ru,3
429,-0.1943814639515511,0.3549940146034099,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
430,0.1375414212789285,-0.0463914296010373,mixed,medium,neutral,short,short,neutral,neutral,mixed,mixed,1
431,-0.1318438419777839,-0.0349040760443033,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
432,0.2485934776727549,-0.0013854242137494,kz,long,negative,medium,long,negative,negative,kz,kz,0
433,-0.1157540316413022,-0.0900832314517423,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
434,0.2794659059347428,0.0183797665216477,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
435,-0.1708226315076301,-0.2081560926572182,ru,long,positive,long,long,positive,positive,ru,ru,3
436,-0.1843797998977797,-0.1411174131790298,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
437,0.3756953292900686,0.1181863989790571,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
438,-0.104184834761997,-0.0239159858546944,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
439,-0.192002387964937,-0.2541285341086294,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
440,0.3411515402638067,0.0256250271649627,kz,long,neutral,long,medium,neutral,neutral,kz,kz,0
441,-0.1482370579960997,0.0851277523329417,ru,long,positive,long,long,positive,positive,ru,ru,2
442,0.0728538373696321,-0.0453473592974999,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
443,-0.063083844658664,-0.0527731548803752,ru,short,positive,short,short,positive,positive,ru,ru,3
444,0.2019589421903255,0.0356289548485708,kz,short,positive,short,short,positive,positive,kz,kz,0
445,0.3334068725186934,-0.0065244532703548,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
446,0.2043135791702586,0.0337022729436975,kz,short,positive,short,short,positive,positive,kz,kz,0
447,-0.1062389205028077,-0.1439333791337315,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
448,-0.1295093969180509,-0.0253825723172803,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
449,0.305225350254012,0.0171077224892884,kz,long,positive,long,long,positive,positive,kz,kz,0
