row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred
287,0.3860312579457366,0.0634554470464305,kz,long,positive,long,long,positive,positive,kz,kz
288,-0.12997580095504227,-0.11618449529639584,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
289,-0.20988194154683434,-0.2750039103264535,ru,medium,positive,medium,medium,positive,positive,ru,ru
290,-0.10765004349751746,-0.045155802364538804,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
291,0.12216793158859089,0.028316119669259766,mixed,medium,positive,long,short,positive,positive,mixed,mixed
292,-0.07796778574532783,-0.14904403319507736,ru,long,neutral,long,long,neutral,neutral,ru,ru
293,-0.2070366043992427,-0.23998073954317323,ru,long,neutral,long,long,neutral,neutral,ru,ru
294,-0.1647204807310056,-0.2762914157050605,ru,medium,positive,medium,medium,positive,positive,ru,ru
295,0.17148504525754263,0.005319839753733063,kz,short,positive,short,short,positive,positive,kz,kz
296,0.12423295304185297,0.07218652199195355,mixed,long,positive,long,long,positive,positive,mixed,mixed
297,-0.07084495445604849,-0.04559331593497425,ru,medium,negative,medium,medium,negative,negative,ru,ru
298,-0.010116550034746766,0.1484010937566088,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed
299,-0.05453674506739864,-0.04614884975743112,ru,short,positive,short,short,positive,positive,ru,ru
300,0.12449190469100122,-0.012250755302068515,mixed,short,negative,short,medium,negative,negative,mixed,mixed
301,-0.11832229594031178,-0.10021447472427797,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
302,-0.2148484755255756,-0.22790089169693203,ru,long,positive,long,long,positive,positive,ru,ru
303,0.14472457250562157,-0.005864633342592413,kz,short,negative,short,short,negative,negative,kz,kz
304,-0.08139882814320916,-0.07074742509858668,ru,long,positive,long,medium,positive,positive,ru,ru
305,-0.20095656598907424,-0.26869675108811153,ru,medium,positive,medium,medium,positive,positive,ru,ru
306,0.28060528524375045,0.02027407957075507,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
307,-0.2121454371565914,0.30170755031377083,ru,medium,positive,medium,medium,positive,positive,ru,ru
308,-0.018327485137443648,-0.024712135258253654,ru,medium,negative,short,short,negative,negative,ru,ru
309,0.3053819833186088,0.019633473788132266,kz,medium,positive,medium,medium,positive,positive,kz,kz
310,0.02000994965244658,-0.005721888611896954,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
311,-0.2367582145555866,-0.23493080310422526,ru,long,positive,long,long,positive,positive,ru,ru
312,-0.21558234877908097,-0.06903831554822112,ru,long,positive,long,long,positive,positive,ru,ru
313,-0.012096446952324494,-0.035587565441456186,ru,short,positive,short,short,positive,positive,ru,ru
314,-0.05196514516080745,-0.03968384458861348,mixed,short,positive,short,short,positive,positive,ru,ru
315,0.28505557293536304,0.012407959358731829,kz,medium,positive,medium,medium,positive,positive,kz,kz
316,0.27762325211895433,0.10420051837710119,kz,short,positive,short,medium,positive,positive,kz,kz
317,0.3580277720427564,0.02085081821101169,kz,long,positive,long,long,positive,positive,kz,kz
318,0.37871772533398473,0.03219111882234978,kz,long,positive,long,long,positive,positive,kz,kz
319,-0.16056645919914372,0.336512235390914,ru,medium,negative,medium,medium,negative,negative,ru,ru
320,-0.1598626514348094,-0.2022002448406571,ru,long,neutral,long,long,neutral,neutral,ru,ru
321,0.30855875645708086,0.013376332468984583,kz,medium,negative,medium,medium,negative,negative,kz,kz
322,-0.17229965946500175,-0.1914550449795961,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
323,-0.17041382007191286,-0.2278064231863598,ru,medium,positive,medium,medium,positive,positive,ru,ru
324,0.40837181416946533,0.03368922029455806,kz,medium,neutral,medium,long,neutral,neutral,kz,kz
325,0.16243823463459006,-0.025611477067874748,mixed,long,positive,long,long,positive,positive,mixed,mixed
326,0.31176511894610537,0.028946428179080847,kz,medium,positive,medium,medium,positive,positive,kz,kz
327,0.24390948490564476,0.007916042109868404,kz,long,positive,long,long,positive,positive,kz,kz
328,-0.20136144592824778,-0.0636275249472033,ru,long,positive,long,long,positive,positive,ru,ru
329,-0.1719541094800209,-0.16091672985660443,ru,long,positive,long,long,positive,positive,ru,ru
330,-0.25111140932014325,0.44466411416853846,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
331,-0.066596657877088,-0.08841942810544261,ru,short,positive,short,short,positive,positive,ru,ru
332,0.14688218077333073,-0.011085581199985739,kz,short,neutral,short,short,neutral,neutral,kz,kz
333,0.05766251956803749,-0.015426774831124278,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
334,-0.1774191914754097,0.23043759456357282,ru,long,positive,long,long,positive,positive,ru,ru
335,-0.11989698093105584,-0.20078766128733805,ru,long,negative,long,long,negative,negative,ru,ru
336,-0.11559058450494532,0.05083652519501517,ru,medium,negative,medium,medium,negative,negative,ru,ru
337,-0.05447942285638639,-0.012967776667751119,ru,short,neutral,short,short,neutral,neutral,ru,ru
338,0.3205265970780573,-0.0007746604688667487,kz,long,positive,long,long,positive,positive,kz,kz
339,0.19646142433006464,-0.024619749926959117,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
340,-0.11383492312457652,-0.08861084444692537,ru,medium,positive,medium,medium,positive,positive,ru,ru
341,-0.09709829507018343,-0.10882402697275648,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
342,0.08005650909758291,-0.005495055302155645,kz,short,negative,short,short,negative,negative,kz,kz
343,0.2699132203368534,-0.002271507917894594,kz,long,negative,long,long,negative,negative,kz,kz
344,-0.1232613875394041,-0.12088705908267948,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
345,0.2984317518140912,-0.00016129558448399402,kz,long,negative,long,long,negative,negative,kz,kz
346,-0.2676753134227311,-0.28289922522387645,ru,long,positive,long,long,positive,positive,ru,ru
347,0.2753957497419257,-0.05030925784026468,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
348,-0.07239030928610075,-0.07340317239648733,ru,short,positive,short,short,positive,positive,ru,ru
349,0.04710100710430819,-0.012914450762515985,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
350,-0.23621501895257208,-0.03916536130006426,ru,long,positive,long,long,positive,positive,ru,ru
351,-0.15375646065151857,-0.23649776805160969,ru,medium,positive,medium,medium,positive,positive,ru,ru
352,-0.20261991331240498,-0.035761568418012486,ru,long,positive,long,long,positive,positive,ru,ru
353,-0.23667778761065356,0.4713054457060714,ru,medium,positive,medium,medium,positive,positive,ru,ru
354,-0.20153994677842527,-0.044466302325088004,ru,medium,positive,medium,medium,positive,positive,ru,ru
355,0.19667282910714798,-0.0017660514402856185,kz,medium,positive,short,short,positive,positive,kz,kz
356,0.22218020820783735,0.028597683197680326,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
357,0.15042495978389103,0.016820698823301766,mixed,medium,positive,medium,long,positive,positive,mixed,mixed
358,-0.1036985799728168,0.1613132963132775,ru,short,positive,short,short,positive,positive,ru,ru
359,0.3043420704583566,0.013792062523340974,kz,medium,positive,medium,medium,positive,positive,kz,kz
360,-0.15702169334294727,-0.19710904493010814,ru,long,positive,long,long,positive,positive,ru,ru
361,0.3098861061818522,0.006795124281338696,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
362,0.14171626163455486,-0.06384952522621358,mixed,medium,positive,long,short,positive,positive,mixed,mixed
363,-0.1701950721964324,-0.0661154252017233,ru,long,positive,long,long,positive,positive,ru,ru
364,-0.030871589184385463,0.007548251360737951,ru,short,positive,short,short,positive,positive,ru,ru
365,-0.17055273377902258,-0.32707664646349294,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
366,-0.14232909342956176,-0.04340736921815632,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
367,-0.1332548794326545,-0.10663051103626499,ru,medium,positive,medium,medium,positive,positive,ru,ru
368,-0.10910127211198745,-0.13032163646469225,ru,medium,positive,medium,medium,positive,positive,ru,ru
369,0.030232345949437564,0.13777275175944306,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
370,0.06627380287857104,0.00832269542655045,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
371,-0.2160570827964127,0.34341612184816867,ru,medium,positive,medium,medium,positive,positive,ru,ru
372,-0.09577919448711736,-0.07702909966190402,ru,long,positive,long,long,positive,positive,ru,ru
373,-0.18330974983900242,-0.17634300076490572,ru,long,positive,long,long,positive,positive,ru,ru
374,-0.09919382744410514,-0.05783340228573055,ru,long,positive,long,long,positive,positive,ru,ru
375,-0.3129781994734415,0.005656752990079942,ru,medium,positive,medium,medium,positive,positive,ru,ru
376,0.109555368895245,0.008777191945717423,mixed,short,negative,short,short,negative,negative,mixed,mixed
377,-0.1259826643584201,-0.10389698105454512,ru,long,positive,long,long,positive,positive,ru,ru
378,-0.05829747220509732,-0.04705916814285922,ru,short,positive,short,short,positive,positive,ru,ru
379,-0.13147286533210698,-0.0737344223684228,ru,long,positive,long,long,positive,positive,ru,ru
380,0.38044006157623594,0.11839788399771099,kz,medium,positive,medium,medium,positive,positive,kz,kz
381,-0.003517066213321945,0.11294589734486085,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
382,0.13040189276038097,-0.01486113208149368,mixed,short,positive,short,short,positive,positive,mixed,mixed
383,0.04248922498014467,0.007380158916067985,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
384,-0.13131708608647447,-0.16609155165546913,ru,medium,positive,medium,medium,positive,positive,ru,ru
385,0.31764713255511773,-0.026050404212629087,kz,long,neutral,long,long,neutral,neutral,kz,kz
386,0.08752158170964984,-0.07764320226500206,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
387,-0.16904540155431863,0.10639554328528746,ru,medium,positive,medium,medium,positive,positive,ru,ru
388,0.09784948261178836,0.014275618848694712,mixed,long,positive,long,long,positive,positive,mixed,mixed
389,-0.16925450604304815,0.1828607641138892,ru,long,positive,long,long,positive,positive,ru,ru
390,-0.05758444560362085,-0.04548583377076543,ru,short,positive,short,short,positive,positive,ru,ru
391,-0.13677919513819445,-0.14811999297322007,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
392,-0.08262955432837006,-0.05602994717422625,ru,medium,positive,medium,long,positive,positive,ru,ru
393,0.4193452545418823,0.051904953512875864,kz,long,neutral,long,long,neutral,neutral,kz,kz
394,0.08994120910885832,0.03177998198236314,kz,short,neutral,short,short,positive,neutral,mixed,kz
395,-0.1644895569208657,0.21222236549063717,ru,long,positive,long,long,positive,positive,ru,ru
396,-0.12299472519466872,-0.04199969557579278,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
397,0.13408315093414977,0.008544724015291839,kz,short,negative,short,short,negative,negative,kz,kz
398,0.1719741328682307,0.00878685562732519,kz,short,positive,short,short,positive,positive,kz,kz
399,0.11888709382315579,0.008027573134933031,mixed,short,positive,short,short,positive,positive,mixed,mixed
400,-0.17757410239358468,0.2936881148492241,ru,medium,positive,medium,medium,positive,positive,ru,ru
401,0.32924985163904064,0.0332119597011607,kz,medium,positive,medium,medium,positive,positive,kz,kz
402,0.29068838943094516,-0.010962188448977856,kz,medium,positive,medium,medium,positive,positive,kz,kz
403,-0.22768387950161678,0.10097723113886507,ru,long,positive,long,long,positive,positive,ru,ru
404,-0.20848942799248824,0.4433181917966649,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
405,-0.07394434871792076,-0.022016850567186424,ru,long,neutral,medium,medium,neutral,neutral,ru,ru
406,0.25882232102847047,0.006238533959243254,kz,medium,negative,medium,medium,negative,negative,kz,kz
407,-0.10680719168207677,-0.03219782009980831,ru,medium,positive,medium,medium,positive,positive,ru,ru
408,-0.25418045394679795,0.2321048776244994,ru,long,neutral,long,long,neutral,neutral,ru,ru
409,0.11795069198852119,0.0006537050820152393,kz,short,neutral,short,short,neutral,neutral,kz,mixed
410,-0.0674226562759634,-0.050861939625559946,ru,short,positive,short,short,positive,positive,ru,ru
411,0.34666461951825084,0.01855920713154861,kz,medium,positive,medium,medium,positive,positive,kz,kz
412,-0.11022048016347996,-0.08686716363295753,ru,long,neutral,long,long,neutral,neutral,ru,ru
413,0.2989520595161414,0.05707837443103952,kz,medium,positive,medium,medium,positive,positive,kz,kz
414,-0.05430287039904776,-0.11813234240588902,ru,long,negative,medium,medium,negative,negative,ru,ru
415,-0.12510697877884058,0.08569148564971421,ru,short,positive,short,short,positive,positive,ru,ru
416,-0.14083662121028145,-0.20031464749255187,ru,medium,positive,medium,medium,positive,positive,ru,ru
417,-0.18922894362828754,-0.25881294137393246,ru,medium,positive,medium,medium,positive,positive,ru,ru
418,0.2747521053169542,0.0074075788197424455,kz,medium,negative,medium,medium,negative,negative,kz,kz
419,-0.09785428088355443,-0.1763400367293592,ru,long,positive,long,medium,positive,positive,ru,ru
420,0.10603287932746834,0.008824764797289733,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
421,-0.20494286797025552,0.33402335684859286,ru,medium,positive,medium,medium,positive,positive,ru,ru
422,-0.15797154733064347,-0.1118171443941353,ru,long,positive,long,long,positive,positive,ru,ru
423,-0.1660629126228464,-0.1840622359427894,ru,medium,negative,medium,medium,negative,negative,ru,ru
424,-0.16194893558940446,0.34410415644746634,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
425,-0.07359455550671863,-0.08539344764020555,ru,long,neutral,long,long,neutral,neutral,ru,ru
426,0.3206878984015338,0.04888338133186659,kz,medium,positive,medium,medium,positive,positive,kz,kz
427,0.13682232468433286,0.00468402443909601,kz,short,neutral,short,short,neutral,neutral,kz,kz
428,-0.12043923068876505,-0.06441925378052496,ru,long,positive,long,long,positive,positive,ru,ru
429,-0.19438146395155115,0.3549940146034099,ru,medium,positive,medium,medium,positive,positive,ru,ru
430,0.1375414212789285,-0.04639142960103733,mixed,medium,neutral,short,short,neutral,neutral,mixed,mixed
431,-0.1318438419777839,-0.034904076044303387,ru,medium,positive,medium,medium,positive,positive,ru,ru
432,0.24859347767275491,-0.0013854242137494976,kz,long,negative,medium,long,negative,negative,kz,kz
433,-0.11575403164130228,-0.09008323145174231,ru,medium,positive,medium,medium,positive,positive,ru,ru
434,0.27946590593474285,0.01837976652164779,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
435,-0.1708226315076301,-0.2081560926572182,ru,long,positive,long,long,positive,positive,ru,ru
436,-0.18437979989777972,-0.14111741317902984,ru,long,neutral,long,long,neutral,neutral,ru,ru
437,0.3756953292900686,0.1181863989790571,kz,medium,positive,medium,medium,positive,positive,kz,kz
438,-0.10418483476199704,-0.023915985854694483,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
439,-0.19200238796493702,-0.25412853410862946,ru,medium,positive,medium,medium,positive,positive,ru,ru
440,0.34115154026380673,0.02562502716496279,kz,long,neutral,long,medium,neutral,neutral,kz,kz
441,-0.14823705799609974,0.08512775233294173,ru,long,positive,long,long,positive,positive,ru,ru
442,0.07285383736963218,-0.04534735929749991,mixed,long,positive,long,long,positive,positive,mixed,mixed
443,-0.06308384465866404,-0.05277315488037523,ru,short,positive,short,short,positive,positive,ru,ru
444,0.20195894219032556,0.03562895484857089,kz,short,positive,short,short,positive,positive,kz,kz
445,0.3334068725186934,-0.006524453270354849,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
446,0.2043135791702586,0.03370227294369758,kz,short,positive,short,short,positive,positive,kz,kz
447,-0.10623892050280775,-0.1439333791337315,ru,medium,positive,medium,medium,positive,positive,ru,ru
448,-0.12950939691805097,-0.02538257231728032,ru,medium,positive,medium,medium,positive,positive,ru,ru
